"code","HSK_regio","Vestiging","type","Jaar_Startdatum","aantal"
"GM0907","Den Bosch","Nijmegen","DBC",2014,2
"GM0917","Eindhoven","Heerlen","BGGZ",2014,42
"GM0917","Eindhoven","Heerlen","DBC",2014,34
"GM0917","Eindhoven","Maastricht","DBC",2014,4
"GM0928","Eindhoven","Eindhoven","BGGZ",2014,1
"GM0928","Eindhoven","Heerlen","BGGZ",2014,19
"GM0928","Eindhoven","Heerlen","DBC",2014,19
"GM0928","Eindhoven","Maastricht","BGGZ",2014,2
"GM0928","Eindhoven","Maastricht","DBC",2014,2
"GM0935","Den Bosch","E.C. Tics","DBC",2014,1
"GM0935","Eindhoven","Heerlen","BGGZ",2014,2
"GM0935","Eindhoven","Maastricht","BGGZ",2014,36
"GM0935","Eindhoven","Maastricht","DBC",2014,15
"GM0938","Eindhoven","Heerlen","BGGZ",2014,1
"GM0938","Eindhoven","Maastricht","BGGZ",2014,4
"GM0938","Eindhoven","Maastricht","DBC",2014,2
"GM0944","Den Bosch","Nijmegen","BGGZ",2014,1
"GM0944","Den Bosch","Nijmegen","DBC",2014,2
"GM0951","Eindhoven","Heerlen","BGGZ",2014,4
"GM0951","Eindhoven","Heerlen","DBC",2014,1
"GM0957","Eindhoven","Eindhoven","DBC",2014,3
"GM0957","Eindhoven","Heerlen","BGGZ",2014,3
"GM0957","Eindhoven","Heerlen","DBC",2014,1
"GM0957","Eindhoven","Maastricht","BGGZ",2014,3
"GM0962","Eindhoven","Heerlen","BGGZ",2014,3
"GM0965","Eindhoven","Heerlen","DBC",2014,1
"GM0971","Den Bosch","E.C. Tics","DBC",2014,1
"GM0971","Eindhoven","Heerlen","BGGZ",2014,2
"GM0971","Eindhoven","Heerlen","DBC",2014,1
"GM0971","Eindhoven","Maastricht","BGGZ",2014,7
"GM0971","Eindhoven","Maastricht","DBC",2014,2
"GM0981","Eindhoven","Heerlen","DBC",2014,1
"GM0983","Den Bosch","E.C. Tics","DBC",2014,1
"GM0983","Den Bosch","Nijmegen","DBC",2014,2
"GM0983","Eindhoven","Eindhoven","BGGZ",2014,8
"GM0983","Eindhoven","Eindhoven","DBC",2014,8
"GM0983","Eindhoven","Maastricht","BGGZ",2014,1
"GM0983","Utrecht","E.C. Conversie","DBC",2014,1
"GM0984","Den Bosch","Nijmegen","DBC",2014,5
"GM0984","Eindhoven","Eindhoven","DBC",2014,1
"GM0984","Utrecht","E.C. Conversie","DBC",2014,1
"GM0986","Eindhoven","Heerlen","BGGZ",2014,5
"GM0986","Eindhoven","Heerlen","DBC",2014,4
"GM0988","Den Bosch","E.C. Tics","DBC",2014,1
"GM0988","Den Bosch","Expertisecentrum Tics","BGGZ",2014,2
"GM0988","Eindhoven","Eindhoven","BGGZ",2014,9
"GM0988","Eindhoven","Eindhoven","DBC",2014,8
"GM0988","Eindhoven","Maastricht","BGGZ",2014,1
"GM0988","Utrecht","E.C. Conversie","DBC",2014,1
"GM0994","Eindhoven","Heerlen","BGGZ",2014,3
"GM0994","Eindhoven","Maastricht","BGGZ",2014,3
"GM0994","Eindhoven","Maastricht","DBC",2014,1
"GM0995","Amsterdam","Amsterdam","DBC",2014,4
"GM0995","Utrecht","Amersfoort","BGGZ",2014,2
"GM0995","Utrecht","E.C. Conversie","DBC",2014,1
"GM0995","Utrecht","Utrecht","BGGZ",2014,4
"GM0995","Zwolle","Zwolle","BGGZ",2014,8
"GM0995","Zwolle","Zwolle","DBC",2014,9
"GM1507","Eindhoven","Eindhoven","DBC",2014,1
"GM1507","Utrecht","E.C. Conversie","DBC",2014,1
"GM1509","Arnhem","Arnhem","BGGZ",2014,1
"GM1509","Arnhem","Arnhem","DBC",2014,2
"GM1509","Arnhem","Doetinchem","BGGZ",2014,26
"GM1509","Arnhem","Doetinchem","DBC",2014,11
"GM1509","Arnhem","Hengelo","DBC",2014,1
"GM1525","Den Bosch","E.C. Tics","DBC",2014,1
"GM1525","Den Haag","Den Haag","DBC",2014,1
"GM1525","Den Haag","Leiden","BGGZ",2014,11
"GM1525","Den Haag","Leiden","DBC",2014,5
"GM1581","Arnhem","Ede","DBC",2014,2
"GM1581","Utrecht","Amersfoort","BGGZ",2014,4
"GM1581","Utrecht","Amersfoort","DBC",2014,1
"GM1581","Utrecht","E.C. Conversie","DBC",2014,1
"GM1581","Utrecht","Utrecht","BGGZ",2014,3
"GM1581","Utrecht","Utrecht","DBC",2014,3
"GM1586","Arnhem","Doetinchem","BGGZ",2014,7
"GM1586","Arnhem","Doetinchem","DBC",2014,5
"GM1586","Arnhem","Hengelo","DBC",2014,1
"GM1586","Den Bosch","E.C. Tics","DBC",2014,1
"GM1586","Utrecht","E.C. Conversie","DBC",2014,1
"GM1598","Amsterdam","Alkmaar","BGGZ",2014,3
"GM1598","Amsterdam","Alkmaar","DBC",2014,1
"GM1621","Den Haag","Delft","BGGZ",2014,4
"GM1621","Den Haag","Delft","DBC",2014,4
"GM1621","Den Haag","Den Haag","BGGZ",2014,1
"GM1621","Den Haag","Den Haag","DBC",2014,1
"GM1621","Den Haag","Zoetermeer","BGGZ",2014,43
"GM1621","Den Haag","Zoetermeer","DBC",2014,12
"GM1621","Rotterdam","Rotterdam","BGGZ",2014,2
"GM1621","Rotterdam","Rotterdam","DBC",2014,2
"GM1621","Utrecht","Utrecht","DBC",2014,1
"GM1640","Eindhoven","Eindhoven","BGGZ",2014,2
"GM1640","Eindhoven","Eindhoven","DBC",2014,1
"GM1640","Eindhoven","Maastricht","BGGZ",2014,1
"GM1641","Eindhoven","Eindhoven","BGGZ",2014,2
"GM1641","Eindhoven","Eindhoven","DBC",2014,1
"GM1641","Eindhoven","Heerlen","DBC",2014,1
"GM1641","Eindhoven","Maastricht","BGGZ",2014,1
"GM1641","Eindhoven","Maastricht","DBC",2014,1
"GM1641","Utrecht","E.C. Conversie","DBC",2014,1
"GM1651","Utrecht","Amersfoort","DBC",2014,1
"GM1651","Zwolle","Groningen","BGGZ",2014,2
"GM1652","Eindhoven","Eindhoven","BGGZ",2014,4
"GM1652","Eindhoven","Eindhoven","DBC",2014,5
"GM1655","Rotterdam","Breda","BGGZ",2014,2
"GM1655","Rotterdam","Breda","DBC",2014,1
"GM1658","Eindhoven","Eindhoven","BGGZ",2014,3
"GM1658","Eindhoven","Eindhoven","DBC",2014,5
"GM1659","Den Bosch","Den Bosch","BGGZ",2014,1
"GM1659","Eindhoven","Eindhoven","BGGZ",2014,6
"GM1659","Eindhoven","Eindhoven","DBC",2014,5
"GM1663","Zwolle","Groningen","BGGZ",2014,2
"GM1663","Zwolle","Groningen","DBC",2014,1
"GM1663","Zwolle","Leeuwarden","BGGZ",2014,1
"GM1667","Eindhoven","Eindhoven","BGGZ",2014,4
"GM1667","Eindhoven","Eindhoven","DBC",2014,3
"GM1669","Eindhoven","Heerlen","DBC",2014,1
"GM1669","Eindhoven","Maastricht","BGGZ",2014,1
"GM1669","Eindhoven","Maastricht","DBC",2014,1
"GM1671","Den Bosch","Den Bosch","BGGZ",2014,2
"GM1671","Den Bosch","Oss","BGGZ",2014,2
"GM1672","Den Haag","Delft","DBC",2014,1
"GM1672","Den Haag","Leiden","BGGZ",2014,9
"GM1672","Den Haag","Leiden","DBC",2014,4
"GM1672","Den Haag","Zoetermeer","BGGZ",2014,2
"GM1672","Den Haag","Zoetermeer","DBC",2014,1
"GM1672","Utrecht","E.C. Conversie","DBC",2014,1
"GM1674","Den Bosch","Expertisecentrum Tics","BGGZ",2014,1
"GM1674","Rotterdam","Breda","BGGZ",2014,9
"GM1674","Rotterdam","Breda","DBC",2014,11
"GM1674","Rotterdam","Dordrecht","BGGZ",2014,1
"GM1674","Rotterdam","Rotterdam","BGGZ",2014,1
"GM1676","Den Bosch","Den Bosch","BGGZ",2014,1
"GM1676","Rotterdam","Goes","BGGZ",2014,6
"GM1676","Rotterdam","Goes","DBC",2014,2
"GM1680","Zwolle","Assen","BGGZ",2014,3
"GM1680","Zwolle","Assen","DBC",2014,2
"GM1680","Zwolle","Groningen","BGGZ",2014,2
"GM1680","Zwolle","Groningen","DBC",2014,1
"GM1681","Zwolle","Assen","BGGZ",2014,2
"GM1681","Zwolle","Assen","DBC",2014,1
"GM1681","Zwolle","Groningen","BGGZ",2014,1
"GM1684","Den Bosch","Nijmegen","BGGZ",2014,9
"GM1684","Den Bosch","Nijmegen","DBC",2014,5
"GM1685","Den Bosch","Den Bosch","BGGZ",2014,1
"GM1685","Den Bosch","Nijmegen","BGGZ",2014,1
"GM1685","Den Bosch","Oss","BGGZ",2014,2
"GM1685","Den Bosch","Oss","DBC",2014,2
"GM1685","Eindhoven","Eindhoven","BGGZ",2014,1
"GM1690","Utrecht","Utrecht","BGGZ",2014,1
"GM1690","Zwolle","Hoogeveen","BGGZ",2014,14
"GM1690","Zwolle","Hoogeveen","DBC",2014,2
"GM1690","Zwolle","Zwolle","BGGZ",2014,1
"GM1690","Zwolle","Zwolle","DBC",2014,1
"GM1695","Rotterdam","Goes","BGGZ",2014,7
"GM1695","Rotterdam","Goes","DBC",2014,6
"GM1696","Amsterdam","Amsterdam","BGGZ",2014,1
"GM1696","Utrecht","Amersfoort","BGGZ",2014,1
"GM1696","Utrecht","Utrecht","DBC",2014,1
"GM1699","Zwolle","Assen","BGGZ",2014,1
"GM1699","Zwolle","Groningen","DBC",2014,2
"GM1699","Zwolle","Leeuwarden","BGGZ",2014,1
"GM1700","Arnhem","Hengelo","BGGZ",2014,4
"GM1700","Arnhem","Hengelo","DBC",2014,1
"GM1700","Zwolle","Zwolle","BGGZ",2014,1
"GM1701","Den Bosch","E.C. Tics","DBC",2014,2
"GM1701","Zwolle","Assen","BGGZ",2014,2
"GM1701","Zwolle","Assen","DBC",2014,1
"GM1701","Zwolle","Hoogeveen","BGGZ",2014,6
"GM1701","Zwolle","Hoogeveen","DBC",2014,2
"GM1701","Zwolle","Zwolle","BGGZ",2014,2
"GM1701","Zwolle","Zwolle","DBC",2014,1
"GM1702","Den Bosch","Nijmegen","BGGZ",2014,3
"GM1705","Arnhem","Arnhem","BGGZ",2014,13
"GM1705","Arnhem","Arnhem","DBC",2014,18
"GM1705","Arnhem","Doetinchem","DBC",2014,1
"GM1705","Den Bosch","Nijmegen","BGGZ",2014,6
"GM1705","Den Bosch","Nijmegen","DBC",2014,4
"GM1705","Utrecht","E.C. Conversie","DBC",2014,1
"GM1705","Zwolle","Hoogeveen","BGGZ",2014,1
"GM1706","Den Bosch","E.C. Tics","DBC",2014,2
"GM1706","Den Bosch","Nijmegen","DBC",2014,1
"GM1706","Eindhoven","Eindhoven","BGGZ",2014,6
"GM1706","Eindhoven","Eindhoven","DBC",2014,4
"GM1708","Den Bosch","E.C. Tics","DBC",2014,1
"GM1708","Zwolle","Hoogeveen","BGGZ",2014,2
"GM1708","Zwolle","Leeuwarden","DBC",2014,1
"GM1708","Zwolle","Zwolle","BGGZ",2014,11
"GM1708","Zwolle","Zwolle","DBC",2014,5
"GM1709","Rotterdam","Breda","BGGZ",2014,14
"GM1709","Rotterdam","Breda","DBC",2014,6
"GM1709","Rotterdam","Rotterdam","DBC",2014,1
"GM1711","Eindhoven","Heerlen","BGGZ",2014,1
"GM1711","Eindhoven","Heerlen","DBC",2014,1
"GM1711","Eindhoven","Maastricht","BGGZ",2014,2
"GM1711","Eindhoven","Maastricht","DBC",2014,1
"GM1719","Arnhem","Hengelo","DBC",2014,1
"GM1719","Rotterdam","Breda","BGGZ",2014,7
"GM1719","Rotterdam","Breda","DBC",2014,3
"GM1721","Den Bosch","Den Bosch","BGGZ",2014,3
"GM1721","Den Bosch","Den Bosch","DBC",2014,4
"GM1721","Den Bosch","Nijmegen","DBC",2014,1
"GM1721","Den Bosch","Oss","BGGZ",2014,27
"GM1721","Den Bosch","Oss","DBC",2014,9
"GM1722","Zwolle","Leeuwarden","DBC",2014,1
"GM1723","Rotterdam","Breda","DBC",2014,2
"GM1724","Eindhoven","Eindhoven","BGGZ",2014,3
"GM1724","Eindhoven","Eindhoven","DBC",2014,3
"GM1724","Rotterdam","Breda","BGGZ",2014,1
"GM1724","Utrecht","E.C. Conversie","DBC",2014,1
"GM1728","Eindhoven","Eindhoven","BGGZ",2014,1
"GM1729","Eindhoven","Heerlen","BGGZ",2014,2
"GM1729","Eindhoven","Heerlen","DBC",2014,2
"GM1729","Eindhoven","Maastricht","BGGZ",2014,1
"GM1729","Eindhoven","Maastricht","DBC",2014,1
"GM1730","Zwolle","Assen","BGGZ",2014,2
"GM1730","Zwolle","Assen","DBC",2014,2
"GM1730","Zwolle","Groningen","BGGZ",2014,5
"GM1730","Zwolle","Groningen","DBC",2014,5
"GM1731","Zwolle","Assen","BGGZ",2014,18
"GM1731","Zwolle","Assen","DBC",2014,5
"GM1731","Zwolle","Groningen","BGGZ",2014,1
"GM1731","Zwolle","Groningen","DBC",2014,1
"GM1731","Zwolle","Hoogeveen","BGGZ",2014,8
"GM1731","Zwolle","Hoogeveen","DBC",2014,3
"GM1734","Arnhem","Arnhem","BGGZ",2014,17
"GM1734","Arnhem","Arnhem","DBC",2014,14
"GM1734","Den Bosch","E.C. Tics","DBC",2014,1
"GM1734","Den Bosch","Nijmegen","BGGZ",2014,8
"GM1734","Den Bosch","Nijmegen","DBC",2014,7
"GM1734","Utrecht","E.C. Conversie","DBC",2014,1
"GM1735","Arnhem","Hengelo","BGGZ",2014,8
"GM1735","Arnhem","Hengelo","DBC",2014,4
"GM1740","Arnhem","Ede","BGGZ",2014,2
"GM1740","Utrecht","Amersfoort","DBC",2014,1
"GM1740","Utrecht","E.C. Conversie","DBC",2014,1
"GM1742","Arnhem","Arnhem","BGGZ",2014,1
"GM1742","Arnhem","Arnhem","DBC",2014,1
"GM1742","Arnhem","Ede","BGGZ",2014,1
"GM1742","Arnhem","Ede","DBC",2014,1
"GM1742","Arnhem","Hengelo","BGGZ",2014,2
"GM1742","Arnhem","Hengelo","DBC",2014,2
"GM1742","Den Bosch","E.C. Tics","DBC",2014,1
"GM1771","Amsterdam","Amsterdam","BGGZ",2014,1
"GM1771","Eindhoven","Eindhoven","BGGZ",2014,25
"GM1771","Eindhoven","Eindhoven","DBC",2014,22
"GM1771","Eindhoven","Expertisecentrum Kinderen Eindhoven","BGGZ",2014,1
"GM1773","Zwolle","Zwolle","BGGZ",2014,2
"GM1773","Zwolle","Zwolle","DBC",2014,5
"GM1774","Arnhem","Hengelo","BGGZ",2014,6
"GM1774","Arnhem","Hengelo","DBC",2014,1
"GM1783","Den Bosch","E.C. Tics","DBC",2014,4
"GM1783","Den Bosch","Expertisecentrum Tics","BGGZ",2014,1
"GM1783","Den Haag","Delft","BGGZ",2014,14
"GM1783","Den Haag","Delft","DBC",2014,13
"GM1783","Den Haag","Den Haag","BGGZ",2014,2
"GM1783","Den Haag","Den Haag","DBC",2014,5
"GM1783","Den Haag","Leiden","DBC",2014,1
"GM1783","Den Haag","Zoetermeer","DBC",2014,1
"GM1783","Rotterdam","Rotterdam","BGGZ",2014,1
"GM1783","Utrecht","E.C. Conversie","DBC",2014,1
"GM1842","Den Haag","Delft","BGGZ",2014,37
"GM1842","Den Haag","Delft","DBC",2014,12
"GM1842","Rotterdam","Rotterdam","BGGZ",2014,1
"GM1842","Rotterdam","Rotterdam","DBC",2014,1
"GM1842","Utrecht","E.C. Conversie","DBC",2014,1
"GM1859","Arnhem","Arnhem","BGGZ",2014,1
"GM1859","Arnhem","Arnhem","DBC",2014,1
"GM1859","Arnhem","Doetinchem","BGGZ",2014,2
"GM1859","Arnhem","Hengelo","BGGZ",2014,6
"GM1859","Arnhem","Hengelo","DBC",2014,3
"GM1876","Arnhem","Doetinchem","BGGZ",2014,9
"GM1876","Arnhem","Doetinchem","DBC",2014,9
"GM1883","Eindhoven","Eindhoven","DBC",2014,1
"GM1883","Eindhoven","Heerlen","BGGZ",2014,19
"GM1883","Eindhoven","Heerlen","DBC",2014,5
"GM1883","Eindhoven","Maastricht","BGGZ",2014,12
"GM1883","Eindhoven","Maastricht","DBC",2014,5
"GM1884","Amsterdam","Amsterdam","DBC",2014,1
"GM1884","Den Haag","Den Haag","BGGZ",2014,1
"GM1884","Den Haag","Leiden","BGGZ",2014,10
"GM1891","Zwolle","Leeuwarden","DBC",2014,1
"GM1892","Den Bosch","E.C. Tics","DBC",2014,1
"GM1892","Den Haag","Den Haag","BGGZ",2014,1
"GM1892","Den Haag","Zoetermeer","BGGZ",2014,5
"GM1892","Den Haag","Zoetermeer","DBC",2014,1
"GM1892","Rotterdam","Rotterdam","BGGZ",2014,2
"GM1892","Rotterdam","Rotterdam","DBC",2014,1
"GM1892","Utrecht","Amersfoort","BGGZ",2014,2
"GM1892","Utrecht","E.C. Conversie","DBC",2014,1
"GM1894","Eindhoven","Eindhoven","BGGZ",2014,5
"GM1894","Eindhoven","Eindhoven","DBC",2014,5
"GM1894","Eindhoven","Heerlen","BGGZ",2014,1
"GM1894","Eindhoven","Maastricht","BGGZ",2014,1
"GM1895","Zwolle","Groningen","BGGZ",2014,1
"GM1895","Zwolle","Groningen","DBC",2014,1
"GM1896","Zwolle","Zwolle","BGGZ",2014,13
"GM1896","Zwolle","Zwolle","DBC",2014,7
"GM1900","Zwolle","Groningen","DBC",2014,1
"GM1900","Zwolle","Leeuwarden","BGGZ",2014,7
"GM1900","Zwolle","Leeuwarden","DBC",2014,4
"GM1900","Zwolle","Zwolle","BGGZ",2014,1
"GM1900","Zwolle","Zwolle","DBC",2014,1
"GM1901","Den Haag","Leiden","BGGZ",2014,1
"GM1901","Den Haag","Leiden","DBC",2014,1
"GM1901","Den Haag","Zoetermeer","BGGZ",2014,3
"GM1901","Den Haag","Zoetermeer","DBC",2014,3
"GM1901","Utrecht","E.C. Conversie","DBC",2014,2
"GM1903","Eindhoven","Heerlen","BGGZ",2014,1
"GM1903","Eindhoven","Maastricht","BGGZ",2014,8
"GM1903","Eindhoven","Maastricht","DBC",2014,2
"GM1904","Amsterdam","Amsterdam","BGGZ",2014,1
"GM1904","Eindhoven","Maastricht","BGGZ",2014,1
"GM1904","Utrecht","E.C. Conversie","DBC",2014,2
"GM1904","Utrecht","Utrecht","BGGZ",2014,6
"GM1904","Utrecht","Utrecht","DBC",2014,11
"GM1908","Zwolle","Leeuwarden","BGGZ",2014,2
"GM1911","Amsterdam","Alkmaar","BGGZ",2014,2
"GM1911","Amsterdam","Alkmaar","DBC",2014,3
"GM1911","Utrecht","Utrecht","BGGZ",2014,1
"GM1911","Zwolle","Hoogeveen","DBC",2014,1
"GM1916","Den Bosch","E.C. Tics","DBC",2014,7
"GM1916","Den Haag","Den Haag","BGGZ",2014,24
"GM1916","Den Haag","Den Haag","DBC",2014,16
"GM1916","Den Haag","Leiden","DBC",2014,2
"GM1916","Den Haag","Zoetermeer","DBC",2014,1
"GM1924","Den Bosch","E.C. Tics","DBC",2014,1
"GM1924","Rotterdam","Breda","BGGZ",2014,1
"GM1924","Rotterdam","Breda","DBC",2014,1
"GM1924","Rotterdam","Dordrecht","BGGZ",2014,1
"GM1924","Rotterdam","Dordrecht","DBC",2014,1
"GM1924","Rotterdam","Goes","BGGZ",2014,3
"GM1924","Rotterdam","Rotterdam","BGGZ",2014,3
"GM1924","Rotterdam","Rotterdam","DBC",2014,2
"GM1924","Utrecht","E.C. Conversie","DBC",2014,1
"GM1926","Den Bosch","E.C. Tics","DBC",2014,1
"GM1926","Den Haag","Delft","BGGZ",2014,21
"GM1926","Den Haag","Delft","DBC",2014,12
"GM1926","Den Haag","Den Haag","BGGZ",2014,7
"GM1926","Den Haag","Den Haag","DBC",2014,1
"GM1926","Den Haag","Zoetermeer","BGGZ",2014,4
"GM1926","Den Haag","Zoetermeer","DBC",2014,4
"GM1927","Den Haag","Delft","BGGZ",2014,1
"GM1927","Rotterdam","Dordrecht","BGGZ",2014,2
"GM1955","Arnhem","Arnhem","DBC",2014,2
"GM1955","Arnhem","Doetinchem","BGGZ",2014,14
"GM1955","Arnhem","Doetinchem","DBC",2014,12
"GM1987","Zwolle","Groningen","BGGZ",2014,1
"GM1987","Zwolle","Groningen","DBC",2014,2
"GMNA","Amsterdam","Alkmaar","BGGZ",2014,2
"GMNA","Amsterdam","Amsterdam","BGGZ",2014,1
"GMNA","Amsterdam","Zaandam","DBC",2014,2
"GMNA","Arnhem","Arnhem","BGGZ",2014,2
"GMNA","Arnhem","Arnhem","DBC",2014,3
"GMNA","Arnhem","Doetinchem","BGGZ",2014,4
"GMNA","Arnhem","Doetinchem","DBC",2014,3
"GMNA","Arnhem","Hengelo","DBC",2014,1
"GMNA","Den Bosch","Den Bosch","BGGZ",2014,1
"GMNA","Den Bosch","Nijmegen","BGGZ",2014,4
"GMNA","Den Bosch","Nijmegen","DBC",2014,6
"GMNA","Den Haag","Delft","BGGZ",2014,2
"GMNA","Den Haag","Den Haag","DBC",2014,2
"GMNA","Den Haag","Zoetermeer","DBC",2014,1
"GMNA","Eindhoven","Eindhoven","BGGZ",2014,5
"GMNA","Eindhoven","Eindhoven","DBC",2014,7
"GMNA","Eindhoven","Heerlen","BGGZ",2014,2
"GMNA","Eindhoven","Heerlen","DBC",2014,1
"GMNA","Eindhoven","Maastricht","BGGZ",2014,7
"GMNA","Eindhoven","Maastricht","DBC",2014,8
"GMNA","Rotterdam","Breda","BGGZ",2014,4
"GMNA","Rotterdam","Breda","DBC",2014,4
"GMNA","Rotterdam","Dordrecht","BGGZ",2014,1
"GMNA","Rotterdam","Dordrecht","DBC",2014,3
"GMNA","Rotterdam","Goes","DBC",2014,1
"GMNA","Rotterdam","Rotterdam","DBC",2014,1
"GMNA","Utrecht","Amersfoort","DBC",2014,1
"GMNA","Utrecht","E.C. Conversie","DBC",2014,3
"GMNA","Utrecht","Utrecht","DBC",2014,2
"GMNA","Zwolle","Groningen","BGGZ",2014,2
"GMNA","Zwolle","Groningen","DBC",2014,1
"GMNA","Zwolle","Hoogeveen","BGGZ",2014,2
"GMNA","Zwolle","Hoogeveen","DBC",2014,1
"GMNA","Zwolle","Zwolle","BGGZ",2014,1
"GMNA","Zwolle","Zwolle","DBC",2014,1
