"code","HSK_regio","Vestiging","type","Jaar_Startdatum","aantal"
"GM0457","Amsterdam","Amsterdam","BGGZ",2014,2
"GM0457","Amsterdam","Amsterdam","DBC",2014,3
"GM0458","Amsterdam","Alkmaar","BGGZ",2014,1
"GM0458","Amsterdam","Alkmaar","DBC",2014,1
"GM0458","Amsterdam","Zaandam","BGGZ",2014,1
"GM0473","Amsterdam","Amsterdam","BGGZ",2014,1
"GM0473","Amsterdam","Amsterdam","DBC",2014,1
"GM0478","Amsterdam","Alkmaar","BGGZ",2014,1
"GM0479","Amsterdam","Alkmaar","BGGZ",2014,2
"GM0479","Amsterdam","Alkmaar","DBC",2014,2
"GM0479","Amsterdam","Amsterdam","BGGZ",2014,2
"GM0479","Amsterdam","Amsterdam","DBC",2014,3
"GM0479","Amsterdam","Zaandam","BGGZ",2014,87
"GM0479","Amsterdam","Zaandam","DBC",2014,64
"GM0479","Den Bosch","E.C. Tics","DBC",2014,1
"GM0479","Utrecht","E.C. Conversie","DBC",2014,1
"GM0482","Rotterdam","Breda","DBC",2014,1
"GM0482","Rotterdam","Dordrecht","BGGZ",2014,4
"GM0482","Rotterdam","Dordrecht","DBC",2014,3
"GM0484","Den Haag","Leiden","BGGZ",2014,28
"GM0484","Den Haag","Leiden","DBC",2014,8
"GM0484","Den Haag","Zoetermeer","BGGZ",2014,1
"GM0484","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0484","Rotterdam","Rotterdam","DBC",2014,1
"GM0484","Utrecht","E.C. Conversie","DBC",2014,1
"GM0489","Rotterdam","Dordrecht","BGGZ",2014,2
"GM0489","Rotterdam","Dordrecht","DBC",2014,2
"GM0489","Rotterdam","Rotterdam","BGGZ",2014,11
"GM0489","Rotterdam","Rotterdam","DBC",2014,11
"GM0489","Utrecht","E.C. Conversie","DBC",2014,1
"GM0491","Rotterdam","Rotterdam","DBC",2014,1
"GM0498","Amsterdam","Alkmaar","BGGZ",2014,3
"GM0498","Amsterdam","Alkmaar","DBC",2014,2
"GM0498","Amsterdam","Zaandam","BGGZ",2014,1
"GM0499","Den Haag","Zoetermeer","BGGZ",2014,23
"GM0499","Den Haag","Zoetermeer","DBC",2014,4
"GM0499","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0501","Rotterdam","Rotterdam","BGGZ",2014,3
"GM0502","Rotterdam","Rotterdam","BGGZ",2014,9
"GM0502","Rotterdam","Rotterdam","DBC",2014,5
"GM0503","Den Bosch","E.C. Tics","DBC",2014,1
"GM0503","Den Haag","Delft","BGGZ",2014,90
"GM0503","Den Haag","Delft","DBC",2014,41
"GM0503","Den Haag","Den Haag","BGGZ",2014,2
"GM0503","Den Haag","Den Haag","DBC",2014,2
"GM0503","Den Haag","Leiden","DBC",2014,1
"GM0503","Rotterdam","Breda","BGGZ",2014,1
"GM0503","Rotterdam","Breda","DBC",2014,1
"GM0503","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0503","Rotterdam","Rotterdam","BGGZ",2014,2
"GM0503","Rotterdam","Rotterdam","DBC",2014,2
"GM0505","Amsterdam","Amsterdam","BGGZ",2014,1
"GM0505","Amsterdam","Amsterdam","DBC",2014,1
"GM0505","Rotterdam","Breda","DBC",2014,1
"GM0505","Rotterdam","Dordrecht","BGGZ",2014,191
"GM0505","Rotterdam","Dordrecht","DBC",2014,103
"GM0512","Den Bosch","Nijmegen","BGGZ",2014,1
"GM0512","Rotterdam","Breda","DBC",2014,1
"GM0512","Rotterdam","Dordrecht","BGGZ",2014,4
"GM0512","Rotterdam","Dordrecht","DBC",2014,5
"GM0513","Den Haag","Den Haag","BGGZ",2014,1
"GM0513","Den Haag","Zoetermeer","BGGZ",2014,10
"GM0513","Den Haag","Zoetermeer","DBC",2014,5
"GM0513","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0513","Rotterdam","Rotterdam","DBC",2014,1
"GM0513","Utrecht","Utrecht","DBC",2014,2
"GM0518","Amsterdam","Amsterdam","BGGZ",2014,1
"GM0518","Den Bosch","Den Bosch","DBC",2014,1
"GM0518","Den Bosch","E.C. Tics","DBC",2014,10
"GM0518","Den Bosch","Expertisecentrum Tics","BGGZ",2014,2
"GM0518","Den Haag","Delft","BGGZ",2014,161
"GM0518","Den Haag","Delft","DBC",2014,15
"GM0518","Den Haag","Den Haag","BGGZ",2014,246
"GM0518","Den Haag","Den Haag","DBC",2014,139
"GM0518","Den Haag","Leiden","BGGZ",2014,1
"GM0518","Den Haag","Leiden","DBC",2014,2
"GM0518","Den Haag","Zoetermeer","BGGZ",2014,1
"GM0518","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0518","Utrecht","E.C. Conversie","DBC",2014,9
"GM0518","Utrecht","HSK Expertise Conversie","BGGZ",2014,1
"GM0518","Utrecht","Utrecht","BGGZ",2014,1
"GM0523","Rotterdam","Dordrecht","BGGZ",2014,2
"GM0523","Rotterdam","Dordrecht","DBC",2014,1
"GM0523","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0530","Rotterdam","Dordrecht","DBC",2014,1
"GM0530","Rotterdam","Rotterdam","BGGZ",2014,3
"GM0530","Rotterdam","Rotterdam","DBC",2014,5
"GM0530","Utrecht","E.C. Conversie","DBC",2014,1
"GM0531","Rotterdam","Dordrecht","BGGZ",2014,13
"GM0531","Rotterdam","Dordrecht","DBC",2014,10
"GM0531","Utrecht","E.C. Conversie","DBC",2014,1
"GM0532","Amsterdam","Alkmaar","BGGZ",2014,1
"GM0532","Amsterdam","Alkmaar","DBC",2014,6
"GM0534","Den Haag","Leiden","BGGZ",2014,2
"GM0537","Den Bosch","E.C. Tics","DBC",2014,1
"GM0537","Den Bosch","Expertisecentrum Tics","BGGZ",2014,1
"GM0537","Den Haag","Den Haag","BGGZ",2014,1
"GM0537","Den Haag","Leiden","BGGZ",2014,7
"GM0537","Den Haag","Leiden","DBC",2014,5
"GM0542","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0542","Rotterdam","Rotterdam","BGGZ",2014,2
"GM0542","Rotterdam","Rotterdam","DBC",2014,3
"GM0545","Rotterdam","Dordrecht","DBC",2014,1
"GM0545","Utrecht","Utrecht","BGGZ",2014,2
"GM0545","Utrecht","Utrecht","DBC",2014,1
"GM0546","Amsterdam","Amsterdam","DBC",2014,1
"GM0546","Den Bosch","E.C. Tics","DBC",2014,3
"GM0546","Den Bosch","Expertisecentrum Tics","BGGZ",2014,1
"GM0546","Den Haag","Den Haag","BGGZ",2014,1
"GM0546","Den Haag","Den Haag","DBC",2014,1
"GM0546","Den Haag","Leiden","BGGZ",2014,54
"GM0546","Den Haag","Leiden","DBC",2014,21
"GM0546","Rotterdam","Breda","DBC",2014,1
"GM0546","Utrecht","E.C. Conversie","DBC",2014,5
"GM0547","Den Haag","Leiden","BGGZ",2014,11
"GM0547","Den Haag","Leiden","DBC",2014,3
"GM0553","Den Haag","Leiden","BGGZ",2014,7
"GM0553","Utrecht","E.C. Conversie","DBC",2014,2
"GM0553","Utrecht","HSK Expertise Conversie","BGGZ",2014,1
"GM0556","Den Haag","Delft","BGGZ",2014,5
"GM0556","Den Haag","Delft","DBC",2014,1
"GM0556","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0556","Rotterdam","Rotterdam","BGGZ",2014,3
"GM0556","Rotterdam","Rotterdam","DBC",2014,4
"GM0568","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0569","Amsterdam","Amsterdam","DBC",2014,1
"GM0569","Den Haag","Leiden","BGGZ",2014,2
"GM0569","Den Haag","Leiden","DBC",2014,2
"GM0569","Utrecht","E.C. Conversie","DBC",2014,1
"GM0569","Utrecht","Utrecht","DBC",2014,1
"GM0575","Den Haag","Den Haag","DBC",2014,1
"GM0575","Den Haag","Leiden","BGGZ",2014,2
"GM0575","Utrecht","E.C. Conversie","DBC",2014,4
"GM0576","Den Haag","Leiden","BGGZ",2014,6
"GM0576","Den Haag","Leiden","DBC",2014,2
"GM0579","Den Haag","Leiden","BGGZ",2014,5
"GM0579","Den Haag","Leiden","DBC",2014,5
"GM0584","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0584","Rotterdam","Rotterdam","DBC",2014,1
"GM0585","Rotterdam","Dordrecht","BGGZ",2014,4
"GM0585","Rotterdam","Dordrecht","DBC",2014,2
"GM0585","Rotterdam","Rotterdam","DBC",2014,4
"GM0588","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0588","Rotterdam","Rotterdam","DBC",2014,3
"GM0589","Utrecht","E.C. Conversie","DBC",2014,1
"GM0589","Utrecht","Utrecht","DBC",2014,2
"GM0590","Rotterdam","Dordrecht","BGGZ",2014,6
"GM0590","Rotterdam","Dordrecht","DBC",2014,9
"GM0590","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0590","Rotterdam","Rotterdam","DBC",2014,1
"GM0597","Den Haag","Den Haag","BGGZ",2014,1
"GM0597","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0597","Rotterdam","Rotterdam","BGGZ",2014,9
"GM0597","Rotterdam","Rotterdam","DBC",2014,11
"GM0599","Amsterdam","Alkmaar","BGGZ",2014,1
"GM0599","Amsterdam","Alkmaar","DBC",2014,1
"GM0599","Amsterdam","Amsterdam","BGGZ",2014,1
"GM0599","Amsterdam","Amsterdam","DBC",2014,1
"GM0599","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0599","Den Bosch","Den Bosch","DBC",2014,1
"GM0599","Den Bosch","E.C. Tics","DBC",2014,7
"GM0599","Den Haag","Delft","BGGZ",2014,4
"GM0599","Den Haag","Delft","DBC",2014,1
"GM0599","Den Haag","Den Haag","BGGZ",2014,1
"GM0599","Den Haag","Leiden","BGGZ",2014,1
"GM0599","Den Haag","Zoetermeer","DBC",2014,2
"GM0599","Rotterdam","Goes","BGGZ",2014,1
"GM0599","Rotterdam","Rotterdam","BGGZ",2014,94
"GM0599","Rotterdam","Rotterdam","DBC",2014,89
"GM0599","Utrecht","Amersfoort","DBC",2014,1
"GM0599","Utrecht","E.C. Conversie","DBC",2014,4
"GM0599","Utrecht","Utrecht","BGGZ",2014,1
"GM0599","Zwolle","Zwolle","BGGZ",2014,1
"GM0599","Zwolle","Zwolle","DBC",2014,1
"GM0603","Den Bosch","E.C. Tics","DBC",2014,1
"GM0603","Den Haag","Delft","BGGZ",2014,4
"GM0603","Den Haag","Delft","DBC",2014,3
"GM0603","Den Haag","Den Haag","BGGZ",2014,22
"GM0603","Den Haag","Den Haag","DBC",2014,13
"GM0606","Rotterdam","Rotterdam","BGGZ",2014,8
"GM0606","Rotterdam","Rotterdam","DBC",2014,16
"GM0606","Utrecht","Amersfoort","DBC",2014,1
"GM0608","Den Haag","Zoetermeer","BGGZ",2014,1
"GM0608","Den Haag","Zoetermeer","DBC",2014,1
"GM0608","Utrecht","Utrecht","BGGZ",2014,1
"GM0610","Rotterdam","Dordrecht","BGGZ",2014,3
"GM0610","Rotterdam","Dordrecht","DBC",2014,3
"GM0610","Utrecht","E.C. Conversie","DBC",2014,1
"GM0611","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0611","Rotterdam","Rotterdam","BGGZ",2014,2
"GM0612","Rotterdam","Rotterdam","BGGZ",2014,11
"GM0612","Rotterdam","Rotterdam","DBC",2014,13
"GM0613","Rotterdam","Rotterdam","BGGZ",2014,2
"GM0613","Rotterdam","Rotterdam","DBC",2014,5
"GM0614","Rotterdam","Rotterdam","BGGZ",2014,2
"GM0620","Utrecht","Utrecht","BGGZ",2014,4
"GM0620","Utrecht","Utrecht","DBC",2014,7
"GM0622","Den Bosch","E.C. Tics","DBC",2014,1
"GM0622","Den Haag","Delft","BGGZ",2014,2
"GM0622","Rotterdam","Dordrecht","DBC",2014,1
"GM0622","Rotterdam","Rotterdam","BGGZ",2014,23
"GM0622","Rotterdam","Rotterdam","DBC",2014,17
"GM0623","Den Haag","Delft","BGGZ",2014,1
"GM0623","Den Haag","Zoetermeer","DBC",2014,1
"GM0626","Den Haag","Den Haag","BGGZ",2014,3
"GM0626","Den Haag","Leiden","BGGZ",2014,10
"GM0626","Den Haag","Leiden","DBC",2014,2
"GM0626","Utrecht","E.C. Conversie","DBC",2014,1
"GM0626","Utrecht","HSK Expertise Conversie","BGGZ",2014,1
"GM0627","Den Haag","Zoetermeer","BGGZ",2014,3
"GM0627","Den Haag","Zoetermeer","DBC",2014,3
"GM0629","Den Haag","Den Haag","BGGZ",2014,4
"GM0629","Den Haag","Den Haag","DBC",2014,3
"GM0632","Utrecht","Utrecht","BGGZ",2014,6
"GM0632","Utrecht","Utrecht","DBC",2014,5
"GM0637","Den Bosch","E.C. Tics","DBC",2014,1
"GM0637","Den Haag","Delft","BGGZ",2014,1
"GM0637","Den Haag","Delft","DBC",2014,4
"GM0637","Den Haag","Den Haag","BGGZ",2014,1
"GM0637","Den Haag","Den Haag","DBC",2014,2
"GM0637","Den Haag","Zoetermeer","BGGZ",2014,54
"GM0637","Den Haag","Zoetermeer","DBC",2014,43
"GM0637","Utrecht","E.C. Conversie","DBC",2014,7
"GM0638","Den Haag","Leiden","BGGZ",2014,2
"GM0638","Den Haag","Leiden","DBC",2014,2
"GM0642","Rotterdam","Dordrecht","BGGZ",2014,8
"GM0642","Rotterdam","Dordrecht","DBC",2014,9
"GM0642","Utrecht","E.C. Conversie","DBC",2014,1
"GM0643","Rotterdam","Rotterdam","BGGZ",2014,2
"GM0643","Rotterdam","Rotterdam","DBC",2014,5
"GM0644","Rotterdam","Rotterdam","DBC",2014,1
"GM0653","Zwolle","Leeuwarden","BGGZ",2014,2
"GM0653","Zwolle","Leeuwarden","DBC",2014,1
"GM0654","Rotterdam","Goes","BGGZ",2014,7
"GM0654","Rotterdam","Goes","DBC",2014,5
"GM0654","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0664","Rotterdam","Breda","BGGZ",2014,1
"GM0664","Rotterdam","Goes","BGGZ",2014,15
"GM0664","Rotterdam","Goes","DBC",2014,9
"GM0668","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0668","Den Bosch","Den Bosch","DBC",2014,1
"GM0668","Den Bosch","Nijmegen","BGGZ",2014,5
"GM0668","Den Bosch","Nijmegen","DBC",2014,5
"GM0668","Den Bosch","Oss","BGGZ",2014,1
"GM0668","Eindhoven","Eindhoven","BGGZ",2014,1
"GM0677","Utrecht","E.C. Conversie","DBC",2014,1
"GM0678","Rotterdam","Goes","BGGZ",2014,5
"GM0678","Rotterdam","Goes","DBC",2014,1
"GM0687","Rotterdam","Breda","DBC",2014,2
"GM0687","Rotterdam","Goes","BGGZ",2014,8
"GM0687","Rotterdam","Goes","DBC",2014,13
"GM0689","Utrecht","E.C. Conversie","DBC",2014,1
"GM0689","Utrecht","Utrecht","BGGZ",2014,1
"GM0703","Rotterdam","Goes","BGGZ",2014,11
"GM0703","Rotterdam","Goes","DBC",2014,4
"GM0707","Rotterdam","Dordrecht","DBC",2014,1
"GM0707","Utrecht","Utrecht","BGGZ",2014,2
"GM0715","Rotterdam","Goes","BGGZ",2014,1
"GM0715","Rotterdam","Goes","DBC",2014,1
"GM0715","Utrecht","E.C. Conversie","DBC",2014,2
"GM0716","Rotterdam","Breda","DBC",2014,1
"GM0717","Rotterdam","Goes","BGGZ",2014,4
"GM0717","Rotterdam","Goes","DBC",2014,3
"GM0718","Rotterdam","Goes","BGGZ",2014,7
"GM0718","Rotterdam","Goes","DBC",2014,11
"GM0733","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0733","Den Bosch","Den Bosch","DBC",2014,1
"GM0733","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0736","Amsterdam","Amsterdam","BGGZ",2014,6
"GM0736","Amsterdam","Amsterdam","DBC",2014,4
"GM0736","Utrecht","E.C. Conversie","DBC",2014,1
"GM0736","Utrecht","Utrecht","BGGZ",2014,1
"GM0737","Zwolle","Leeuwarden","BGGZ",2014,7
"GM0737","Zwolle","Leeuwarden","DBC",2014,2
"GM0738","Den Bosch","Den Bosch","DBC",2014,2
"GM0743","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0743","Eindhoven","Eindhoven","BGGZ",2014,3
"GM0743","Eindhoven","Eindhoven","DBC",2014,1
"GM0744","Rotterdam","Breda","BGGZ",2014,1
"GM0748","Den Bosch","E.C. Tics","DBC",2014,2
"GM0748","Rotterdam","Breda","BGGZ",2014,4
"GM0748","Rotterdam","Breda","DBC",2014,5
"GM0748","Rotterdam","Goes","BGGZ",2014,2
"GM0748","Rotterdam","Goes","DBC",2014,5
"GM0753","Eindhoven","Eindhoven","BGGZ",2014,9
"GM0753","Eindhoven","Eindhoven","DBC",2014,6
"GM0756","Den Bosch","Nijmegen","BGGZ",2014,1
"GM0756","Den Bosch","Nijmegen","DBC",2014,2
"GM0756","Eindhoven","Eindhoven","DBC",2014,1
"GM0757","Den Bosch","Den Bosch","BGGZ",2014,7
"GM0757","Den Bosch","Den Bosch","DBC",2014,5
"GM0757","Den Bosch","E.C. Tics","DBC",2014,1
"GM0757","Eindhoven","Eindhoven","BGGZ",2014,2
"GM0757","Eindhoven","Eindhoven","DBC",2014,1
"GM0758","Den Bosch","E.C. Tics","DBC",2014,1
"GM0758","Den Haag","Leiden","BGGZ",2014,1
"GM0758","Eindhoven","Eindhoven","BGGZ",2014,1
"GM0758","Eindhoven","Eindhoven","DBC",2014,1
"GM0758","Rotterdam","Breda","BGGZ",2014,65
"GM0758","Rotterdam","Breda","DBC",2014,62
"GM0758","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0758","Rotterdam","Dordrecht","DBC",2014,1
"GM0758","Rotterdam","Rotterdam","BGGZ",2014,1
"GM0762","Eindhoven","Eindhoven","BGGZ",2014,5
"GM0762","Eindhoven","Eindhoven","DBC",2014,3
"GM0762","Utrecht","E.C. Conversie","DBC",2014,1
"GM0765","Zwolle","Groningen","BGGZ",2014,2
"GM0765","Zwolle","Groningen","DBC",2014,1
"GM0766","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0766","Rotterdam","Breda","BGGZ",2014,6
"GM0766","Rotterdam","Breda","DBC",2014,5
"GM0766","Utrecht","E.C. Conversie","DBC",2014,1
"GM0770","Den Bosch","Den Bosch","DBC",2014,1
"GM0770","Eindhoven","Eindhoven","BGGZ",2014,4
"GM0770","Eindhoven","Eindhoven","DBC",2014,2
"GM0772","Den Bosch","Den Bosch","DBC",2014,1
"GM0772","Den Bosch","E.C. Tics","DBC",2014,3
"GM0772","Eindhoven","Eindhoven","BGGZ",2014,181
"GM0772","Eindhoven","Eindhoven","DBC",2014,94
"GM0772","Eindhoven","Expertisecentrum Kinderen Eindhoven","BGGZ",2014,3
"GM0772","Utrecht","E.C. Conversie","DBC",2014,2
"GM0777","Den Bosch","E.C. Tics","DBC",2014,1
"GM0777","Rotterdam","Breda","BGGZ",2014,20
"GM0777","Rotterdam","Breda","DBC",2014,15
"GM0779","Rotterdam","Breda","BGGZ",2014,3
"GM0779","Rotterdam","Breda","DBC",2014,2
"GM0784","Rotterdam","Breda","BGGZ",2014,8
"GM0784","Rotterdam","Breda","DBC",2014,6
"GM0785","Eindhoven","Eindhoven","BGGZ",2014,1
"GM0785","Rotterdam","Breda","BGGZ",2014,1
"GM0786","Den Bosch","Nijmegen","BGGZ",2014,4
"GM0786","Den Bosch","Nijmegen","DBC",2014,3
"GM0788","Den Bosch","Den Bosch","DBC",2014,1
"GM0788","Den Bosch","E.C. Tics","DBC",2014,1
"GM0788","Eindhoven","Eindhoven","BGGZ",2014,1
"GM0794","Eindhoven","Eindhoven","BGGZ",2014,15
"GM0794","Eindhoven","Eindhoven","DBC",2014,24
"GM0794","Utrecht","E.C. Conversie","DBC",2014,2
"GM0796","Amsterdam","Amsterdam","BGGZ",2014,1
"GM0796","Amsterdam","Amsterdam","DBC",2014,1
"GM0796","Den Bosch","Den Bosch","BGGZ",2014,201
"GM0796","Den Bosch","Den Bosch","DBC",2014,93
"GM0796","Den Bosch","E.C. Tics","DBC",2014,3
"GM0796","Den Bosch","Expertisecentrum Tics","BGGZ",2014,2
"GM0796","Den Bosch","Nijmegen","BGGZ",2014,1
"GM0796","Den Haag","Leiden","BGGZ",2014,1
"GM0796","Eindhoven","Eindhoven","BGGZ",2014,3
"GM0796","Eindhoven","Eindhoven","DBC",2014,3
"GM0796","Eindhoven","Maastricht","BGGZ",2014,1
"GM0796","Utrecht","Utrecht","BGGZ",2014,1
"GM0797","Den Bosch","Den Bosch","BGGZ",2014,55
"GM0797","Den Bosch","Den Bosch","DBC",2014,34
"GM0797","Den Bosch","E.C. Tics","DBC",2014,1
"GM0797","Den Bosch","Oss","BGGZ",2014,1
"GM0797","Eindhoven","Heerlen","BGGZ",2014,3
"GM0797","Eindhoven","Maastricht","DBC",2014,1
"GM0797","Rotterdam","Dordrecht","DBC",2014,1
"GM0798","Eindhoven","Eindhoven","DBC",2014,1
"GM0798","Rotterdam","Breda","BGGZ",2014,1
"GM0798","Rotterdam","Breda","DBC",2014,1
"GM0809","Den Bosch","Den Bosch","BGGZ",2014,4
"GM0809","Den Bosch","Den Bosch","DBC",2014,4
"GM0815","Den Bosch","Nijmegen","DBC",2014,1
"GM0815","Den Bosch","Oss","BGGZ",2014,1
"GM0820","Eindhoven","Eindhoven","BGGZ",2014,14
"GM0820","Eindhoven","Eindhoven","DBC",2014,7
"GM0823","Eindhoven","Eindhoven","BGGZ",2014,5
"GM0823","Eindhoven","Eindhoven","DBC",2014,2
"GM0823","Utrecht","HSK Expertise Conversie","BGGZ",2014,1
"GM0824","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0824","Rotterdam","Breda","BGGZ",2014,1
"GM0826","Den Bosch","E.C. Tics","DBC",2014,2
"GM0826","Rotterdam","Breda","BGGZ",2014,19
"GM0826","Rotterdam","Breda","DBC",2014,14
"GM0828","Arnhem","Arnhem","DBC",2014,1
"GM0828","Den Bosch","Den Bosch","BGGZ",2014,6
"GM0828","Den Bosch","Den Bosch","DBC",2014,3
"GM0828","Den Bosch","E.C. Tics","DBC",2014,3
"GM0828","Den Bosch","Nijmegen","BGGZ",2014,1
"GM0828","Den Bosch","Oss","BGGZ",2014,57
"GM0828","Den Bosch","Oss","DBC",2014,38
"GM0840","Rotterdam","Breda","BGGZ",2014,5
"GM0840","Rotterdam","Breda","DBC",2014,6
"GM0840","Utrecht","E.C. Conversie","DBC",2014,1
"GM0844","Den Bosch","Den Bosch","BGGZ",2014,5
"GM0844","Den Bosch","Den Bosch","DBC",2014,1
"GM0844","Den Bosch","E.C. Tics","DBC",2014,1
"GM0844","Den Bosch","Oss","BGGZ",2014,1
"GM0844","Eindhoven","Eindhoven","BGGZ",2014,2
"GM0845","Den Bosch","Den Bosch","BGGZ",2014,68
"GM0845","Den Bosch","Den Bosch","DBC",2014,27
"GM0845","Den Bosch","E.C. Tics","DBC",2014,2
"GM0845","Den Bosch","Oss","BGGZ",2014,2
"GM0845","Den Bosch","Oss","DBC",2014,2
"GM0845","Den Haag","Den Haag","BGGZ",2014,1
"GM0846","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0846","Eindhoven","Eindhoven","BGGZ",2014,2
"GM0846","Eindhoven","Eindhoven","DBC",2014,2
"GM0847","Den Bosch","E.C. Tics","DBC",2014,1
"GM0847","Eindhoven","Eindhoven","BGGZ",2014,5
"GM0847","Eindhoven","Eindhoven","DBC",2014,4
"GM0848","Eindhoven","Eindhoven","BGGZ",2014,5
"GM0848","Eindhoven","Eindhoven","DBC",2014,2
"GM0851","Rotterdam","Breda","BGGZ",2014,1
"GM0851","Rotterdam","Breda","DBC",2014,1
"GM0851","Rotterdam","Goes","BGGZ",2014,1
"GM0852","Amsterdam","Amsterdam","BGGZ",2014,2
"GM0852","Amsterdam","Amsterdam","DBC",2014,3
"GM0852","Amsterdam","Zaandam","BGGZ",2014,1
"GM0852","Den Bosch","E.C. Tics","DBC",2014,1
"GM0852","Utrecht","E.C. Conversie","DBC",2014,1
"GM0855","Den Bosch","Den Bosch","BGGZ",2014,7
"GM0855","Den Bosch","Den Bosch","DBC",2014,5
"GM0855","Eindhoven","Eindhoven","BGGZ",2014,4
"GM0855","Eindhoven","Eindhoven","DBC",2014,5
"GM0855","Rotterdam","Breda","BGGZ",2014,20
"GM0855","Rotterdam","Breda","DBC",2014,24
"GM0856","Den Bosch","Den Bosch","BGGZ",2014,3
"GM0856","Den Bosch","Den Bosch","DBC",2014,3
"GM0856","Den Bosch","Oss","BGGZ",2014,5
"GM0856","Den Bosch","Oss","DBC",2014,3
"GM0856","Eindhoven","Eindhoven","BGGZ",2014,2
"GM0858","Den Bosch","E.C. Tics","DBC",2014,1
"GM0858","Den Bosch","Nijmegen","BGGZ",2014,1
"GM0858","Den Bosch","Nijmegen","DBC",2014,1
"GM0858","Eindhoven","Eindhoven","BGGZ",2014,14
"GM0858","Eindhoven","Eindhoven","DBC",2014,8
"GM0858","Rotterdam","Breda","BGGZ",2014,1
"GM0858","Rotterdam","Breda","DBC",2014,1
"GM0860","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0860","Eindhoven","Eindhoven","BGGZ",2014,4
"GM0860","Eindhoven","Eindhoven","DBC",2014,1
"GM0861","Eindhoven","Eindhoven","BGGZ",2014,28
"GM0861","Eindhoven","Eindhoven","DBC",2014,13
"GM0861","Eindhoven","Expertisecentrum Kinderen Eindhoven","BGGZ",2014,1
"GM0865","Den Bosch","Den Bosch","BGGZ",2014,8
"GM0865","Den Bosch","Den Bosch","DBC",2014,6
"GM0865","Eindhoven","Eindhoven","BGGZ",2014,1
"GM0866","Eindhoven","Eindhoven","BGGZ",2014,3
"GM0866","Eindhoven","Eindhoven","DBC",2014,4
"GM0866","Utrecht","E.C. Conversie","DBC",2014,1
"GM0867","Den Bosch","Den Bosch","BGGZ",2014,10
"GM0867","Den Bosch","Den Bosch","DBC",2014,6
"GM0867","Eindhoven","Eindhoven","BGGZ",2014,1
"GM0867","Rotterdam","Breda","BGGZ",2014,1
"GM0867","Rotterdam","Breda","DBC",2014,1
"GM0870","Den Bosch","Den Bosch","DBC",2014,1
"GM0870","Rotterdam","Breda","BGGZ",2014,2
"GM0870","Rotterdam","Breda","DBC",2014,1
"GM0870","Rotterdam","Dordrecht","BGGZ",2014,1
"GM0873","Rotterdam","Breda","BGGZ",2014,3
"GM0873","Rotterdam","Breda","DBC",2014,1
"GM0873","Rotterdam","Goes","BGGZ",2014,1
"GM0873","Rotterdam","Goes","DBC",2014,1
"GM0874","Den Bosch","E.C. Tics","DBC",2014,2
"GM0874","Den Bosch","Expertisecentrum Tics","BGGZ",2014,1
"GM0874","Rotterdam","Breda","BGGZ",2014,1
"GM0874","Rotterdam","Breda","DBC",2014,2
"GM0874","Utrecht","E.C. Conversie","DBC",2014,1
"GM0879","Rotterdam","Breda","BGGZ",2014,4
"GM0879","Rotterdam","Breda","DBC",2014,9
"GM0880","Amsterdam","Zaandam","BGGZ",2014,3
"GM0880","Amsterdam","Zaandam","DBC",2014,2
"GM0881","Eindhoven","Heerlen","BGGZ",2014,2
"GM0881","Eindhoven","Heerlen","DBC",2014,4
"GM0882","Eindhoven","Heerlen","BGGZ",2014,13
"GM0882","Eindhoven","Heerlen","DBC",2014,4
"GM0882","Eindhoven","Maastricht","BGGZ",2014,2
"GM0888","Eindhoven","Heerlen","BGGZ",2014,2
"GM0888","Eindhoven","Maastricht","BGGZ",2014,2
"GM0888","Eindhoven","Maastricht","DBC",2014,1
"GM0893","Den Bosch","Nijmegen","DBC",2014,1
"GM0899","Eindhoven","Heerlen","BGGZ",2014,15
"GM0899","Eindhoven","Heerlen","DBC",2014,2
"GM0899","Eindhoven","Maastricht","DBC",2014,1
"GM0907","Den Bosch","Den Bosch","BGGZ",2014,1
"GM0907","Den Bosch","Nijmegen","BGGZ",2014,5
